trip_id,timestamp,coords,segment,%,bus_stop_number,expected_arrival_time,delay,accumulated_distance
11202411051536_42_011-35,2024-11-05 16:00:27,"[54.3514404296875, 18.646440505981445]",['54.349777758114_18.645868025238_54.35212420454_18.646334040368'],0.4931596541071144,STOP 15,"[0, -0.45]",0.45,[7.44365821]
124202411051541_72_124-02,2024-11-05 16:00:29,"[54.38190078735352, 18.61570930480957]",['54.383230714206_18.617107985832_54.379542578335_18.616536297744'],0.7571178016574225,STOP 8,"[0, -3.4833333333333334]",3.4833333333333334,[4.10167862]
154202411051520_21_154-33,2024-11-05 16:00:26,"[54.32471084594727, 18.61568069458008]",['54.32661691105_18.610970568254_54.324649938373_18.618789882581'],0.8789034330527297,,[-19.433333333333334],19.433333333333334,[6.11181079]
10202411051531_52_010-05,2024-11-05 16:00:27,"[54.35995101928711, 18.64838981628418]",['54.357403124416_18.645970580025_54.361983115348_18.645723965526'],0.5205786334322566,,[-7.45],7.45,[7.44041091]
5202411051515_201_005-05,2024-11-05 16:00:30,"[54.40365982055664, 18.66216087341309]",['54.404545337663_18.654734903884_54.403319176223_18.662894658979'],0.8825996265476963,STOP 30,"[0, 0.5]",,[13.42623387]
149202411051556_41_149-02,2024-11-05 16:00:26,"[54.38085174560547, 18.60618019104004]",['54.380548306846_18.608300231268_54.381088485116_18.605619853074'],0,STOP 1,"[0, -4.433333333333334]",4.433333333333334,[18.74637793]
123202411051555_52_123-02,2024-11-05 16:00:26,"[54.33523941040039, 18.64845085144043]",['54.332026565982_18.642837006097_54.335375379077_18.648598843308'],0.24122614400856468,,[-3.433333333333333],3.433333333333333,[1.50928803]
7202411051527_71_007-36,2024-11-05 16:00:29,"[54.38193130493164, 18.637910842895508]",['54.380634446111_18.635939467204_54.384923904208_18.642901071765'],0.7405976396111785,,[-2.4833333333333334],2.4833333333333334,[10.875158]
213202411051540_42_213-31,2024-11-05 16:00:28,"[54.31610870361328, 18.591459274291992]",['54.314116968278_18.590891513078_54.316382354819_18.593588428032'],0.6467523439028773,STOP 6,"[0, -6.466666666666667]",6.466666666666667,[3.04670202]
307202411051536_22_307-01,2024-11-05 16:00:27,"[54.25505828857422, 18.666580200195312]",['54.255781237185_18.658874094804_54.254937205032_18.667734906861'],0.8387828618448651,,[-8.45],8.45,[5.2674482]
9202411051533_102_009-03,2024-11-05 16:00:29,"[54.36418914794922, 18.63810920715332]",['54.361448608593_18.642291024903_54.366380940025_18.634326120023'],0.610338457703217,STOP 18,"[0, 0.5166666666666667]",,[8.41997967]
6202411051513_21_006-02,2024-11-05 16:00:28,"[54.391578674316406, 18.577110290527344]",['54.390519275612_18.578605576478_54.394645298569_18.572770061601'],0.7267347030625482,STOP 28,"[0, -2.466666666666667]",2.466666666666667,[13.85549561]
162202411051532_71_162-33,2024-11-05 16:00:27,"[54.34349822998047, 18.60224914550781]",['54.344623455318_18.602801585528_54.342587906044_18.601704556003'],0.5563424448090327,,[-5.45],5.45,[5.93954535]
120202411051526_151_120-34,2024-11-05 16:00:27,"[54.33829879760742, 18.511240005493164]",['54.337641407287_18.513699040344_54.3383478838_18.510902424282'],0.5180221165410975,,[-1.45],1.45,[10.05378519]
9202411051549_81_009-01,2024-11-05 16:00:28,"[54.37572860717773, 18.615449905395508]",['54.376473787703_18.612279197114_54.374499194213_18.62063198662'],0.22268250868964287,,[-2.466666666666667],2.466666666666667,[3.379754]
7202411051518_32_007-09,2024-11-05 16:00:29,"[54.34225845336914, 18.61750030517578]",['54.345258688549_18.6217219838_54.341261982761_18.617813992896'],0.7622930965660201,,[-4.483333333333333],4.483333333333333,[12.08555159]
199202411051518_12_199-05,2024-11-05 16:00:27,"[54.377140045166016, 18.61536979675293]",['54.37619767546_18.614682082675_54.377981545357_18.615333198202'],0.47919524693168564,STOP 19,"[0, -4.45]",4.45,[9.17345333]
115202411051454_102_115-06,2024-11-05 16:00:27,"[54.3231315612793, 18.55120086669922]",['54.324973231979_18.548776781989_54.322773232317_18.554659515325'],0.9004681190817742,,[-12.45],12.45,[15.46084386]
162202411051559_22_162-31,2024-11-05 16:00:27,"[54.325340270996094, 18.613630294799805]",['54.324661527254_18.618466237768_54.326844293704_18.610649771304'],0.04002146182474843,,[-1.45],1.45,[0.4373071]
5202411051528_32_005-04,2024-11-05 16:00:26,"[54.38428115844727, 18.595590591430664]",['54.381005307873_18.60052699809_54.385917351713_18.593031815519'],0.7127592020193981,,[-1.4333333333333333],1.4333333333333333,[10.34998986]
130202411051526_32_130-02,2024-11-05 16:00:27,"[54.3514518737793, 18.6370792388916]",['54.352220951698_18.636109556953_54.35129554702_18.637055299689'],0.7092129210361319,,[-9.45],9.45,[8.0586515]
12202411051510_311_012-12,2024-11-05 16:00:31,"[54.38692092895508, 18.584850311279297]",['54.386906268273_18.584933461867_54.390519275612_18.578605576478'],0.6615106222464991,STOP 31,"[0, -1.5166666666666666]",1.5166666666666666,[15.13213041]
212202411051514_22_212-33,2024-11-05 16:00:29,"[54.3489990234375, 18.685029983520508]",['54.349065728778_18.691828651386_54.349077066108_18.683041097248'],0.8285187847332675,,[-3.4833333333333334],3.4833333333333334,[23.78442486]
6202411051543_21_006-04,2024-11-05 16:00:27,"[54.34796142578125, 18.642139434814453]",['54.34805038835_18.641658043435_54.347662961771_18.644834832973'],0.32324572100794363,,[-2.45],2.45,[6.16281244]
210202411051544_222_210-03,2024-11-05 16:00:27,"[54.40753936767578, 18.48550033569336]",['54.411481195358_18.483537990801_54.404484922064_18.485168575001'],0.22245440436325004,,[-1.45],1.45,[5.76173608]
7202411051607_71_007-40,2024-11-05 16:00:30,"[54.32315826416016, 18.606670379638672]",['54.323964478265_18.605510822702_54.322635838372_18.606510772068'],0,STOP 1,"[0, 6.5]",,[0.12298533]
132202411051528_211_132-32,2024-11-05 16:00:27,"[54.29322052001953, 18.63508987426757]",['54.293734517797_18.634821120061_54.29094496039_18.636517759021'],0.43277292277161167,,[-10.45],10.45,[7.9371902]
12202411051530_311_012-14,2024-11-05 16:00:28,"[54.35583114624024, 18.645729064941406]",['54.35212420454_18.646334040368_54.357403124416_18.645970580025'],0.408930410245819,STOP 19,"[0, 0.5333333333333333]",,[9.35432945]
283202411051505_211_283-03,2024-11-05 16:00:26,"[54.39759063720703, 18.66533088684082]",['54.395625920466_18.662531057347_54.398001048171_18.665877953065'],0.9458986391156938,,[-14.433333333333334],14.433333333333334,[14.07085769]
126202411051557_42_126-05,2024-11-05 16:00:27,"[54.34249114990234, 18.36136054992676]",['54.341234210029_18.35506120506_54.342287567147_18.362517942542'],0.02249726832190013,,[-2.45],2.45,[0.5786114]
189202411051600_221_189-31,2024-11-05 16:00:29,"[54.35560989379883, 18.64596939086914]",['54.354852543174_18.645639339956_54.356469226132_18.646023996635'],0,STOP 1,"[0, 2.5166666666666666]",,[0.08802707]
122202411051549_12_122-08,2024-11-05 16:00:29,"[54.45558166503906, 18.55591011047364]",['54.458042358551_18.554961742123_54.452401645549_18.555205498617'],0.01877482397083538,,[-11.483333333333333],11.483333333333333,[0.36651691]
111202411051518_372_111-02,2024-11-05 16:00:28,"[54.34117126464844, 18.65818977355957]",['54.341033050788_18.658461171699_54.34222986803_18.656669863551'],0.7739642791537009,STOP 19,"[0, -14.466666666666667]",14.466666666666667,[11.04732258]
120202411051543_151_120-31,2024-11-05 16:00:30,"[54.32870864868164, 18.569900512695312]",['54.32886427166_18.570017912403_54.32886427166_18.570017912403'],0.20179524039386487,STOP 10,"[0, -2.5]",2.5,[3.91644668]
148202411051611_11_148-34,2024-11-05 16:00:30,"[54.39619064331055, 18.673519134521484]",['54.396107905278_18.673519170942_54.395897668308_18.672406417134'],0,STOP 1,"[0, 10.5]",,[0.06530298]
6202411051523_21_006-32,2024-11-05 16:00:26,"[54.37863159179688, 18.60593032836914]",['54.377795088136_18.608183165126_54.381005307873_18.60052699809'],0.5893453399700334,STOP 22,"[0, -1.4333333333333333]",1.4333333333333333,[11.23611098]
10202411051551_21_010-33,2024-11-05 16:00:27,"[54.38531112670898, 18.64388084411621]",['54.387921683238_18.650030369814_54.384312569202_18.641519136128'],0.24143893373347397,STOP 7,"[0, 0.55]",,[3.48272013]
3202411051522_21_003-04,2024-11-05 16:00:27,"[54.34154891967773, 18.61774063110352]",['54.345258688549_18.6217219838_54.341261982761_18.617813992896'],0.7467124181955641,STOP 22,"[0, -3.45]",3.45,[10.87242474]
100202411051544_22_100-02,2024-11-05 16:00:29,"[54.35942840576172, 18.647560119628903]",['54.359750515567_18.647868149284_54.358045789232_18.646195485994'],0.7825010476282834,,[-12.483333333333333],12.483333333333333,[1.5589927]
158202411051522_201_158-34,2024-11-05 16:00:26,"[54.40713119506836, 18.615310668945312]",['54.407224516068_18.615284865084_54.406978115814_18.615098831309'],0.7510306682638854,,[-11.433333333333334],11.433333333333334,[14.11055019]
8202411051530_21_008-15,2024-11-05 16:00:27,"[54.3657112121582, 18.641319274902344]",['54.369960235174_18.636229623664_54.365471202236_18.641583269973'],0.5137243296706318,,[-1.45],1.45,[8.99563182]
205202411051536_102_205-08,2024-11-05 16:00:26,"[54.26115036010742, 18.65127944946289]",['54.261554217322_18.653402573288_54.260711380092_18.650747836614'],0.27626361444981484,,[-15.433333333333334],15.433333333333334,[4.60568582]
227202411051557_21_227-03,2024-11-05 16:00:27,"[54.42353820800781, 18.594139099121094]",['54.423351731976_18.594414270509_54.420705684189_18.585705194326'],0,STOP 1,"[0, -3.45]",3.45,[0.42628743]
132202411051451_202_132-33,2024-11-05 16:00:29,"[54.32408905029297, 18.632169723510746]",['54.322374030229_18.631039963519_54.327610843309_18.633568933024'],0.7889524190147205,STOP 26,"[0, -21.483333333333334]",21.483333333333334,[14.48978246]
184202411051545_121_184-31,2024-11-05 16:00:29,"[54.35186004638672, 18.64316940307617]",['54.352044567345_18.645938456443_54.35136201837_18.63723616019'],0.13100672963735024,,[-8.483333333333333],8.483333333333333,[1.48879361]
227202411051457_21_227-06,2024-11-05 16:00:27,"[54.336238861083984, 18.6001205444336]",['54.336681702524_18.599002399129_54.336166479484_18.600217012835'],0.8744361185903361,,[-14.45],14.45,[14.48569112]
106202411051443_211_106-03,2024-11-05 16:00:27,"[54.37548828125, 18.68347930908203]",['54.375376107793_18.683253629068_54.378678583402_18.679679637824'],0.7594072696706,,[-40.45],40.45,[12.94412613]
117202411051523_131_117-03,2024-11-05 16:00:27,"[54.434120178222656, 18.561750411987305]",['54.429431003867_18.562248237127_54.434907920281_18.561460248699'],0.7348790848712073,STOP 19,"[0, 0.55]",,[9.44126565]
120202411051513_142_120-02,2024-11-05 16:00:26,"[54.33283996582031, 18.593769073486328]",['54.334210497482_18.591839329201_54.332550206863_18.595136017547'],0.9170883924449845,,[-0.43333333333333335],0.43333333333333335,[16.89409523]
4202411051545_101_004-02,2024-11-05 16:00:26,"[54.391868591308594, 18.60614013671875]",['54.394792718135_18.601278100954_54.390894046164_18.607313163133'],0.26456584042729364,,[-1.4333333333333333],1.4333333333333333,[4.67393405]
4202411051502_92_004-05,2024-11-05 16:00:27,"[54.421661376953125, 18.58856010437012]",['54.420208928104_18.583792028894_54.422538901454_18.591070262415'],0.9793946460853866,STOP 38,"[0, 0.55]",,[17.03438275]
12202411051521_312_012-08,2024-11-05 16:00:26,"[54.37316131591797, 18.62294006347656]",['54.374499194213_18.62063198662_54.37261093133_18.623805359981'],0.48413270058220187,,[-1.4333333333333333],1.4333333333333333,[11.06010038]
227202411051517_12_227-33,2024-11-05 16:00:26,"[54.38331985473633, 18.599220275878903]",['54.382973760534_18.598702537731_54.383425690334_18.599276813917'],0.6359059398037095,STOP 18,"[0, -11.433333333333334]",11.433333333333334,[10.34560486]
118202411051559_11_118-02,2024-11-05 16:00:27,"[54.33171081542969, 18.569869995117188]",['54.331520606229_18.569784304406_54.332017255709_18.569893447824'],0.08064924011911882,STOP 2,"[0, 2.55]",,[0.31550618]
207202411051520_12_207-31,2024-11-05 16:00:27,"[54.29338836669922, 18.635099411010746]",['54.290757033524_18.637020270621_54.295952716531_18.63378715953'],0.6145406634764218,,[-10.45],10.45,[11.75722008]
175202411051524_202_175-02,2024-11-05 16:00:30,"[54.32915115356445, 18.59844970703125]",['54.328619118674_18.599072393429_54.332610114402_18.59588627812'],0.6353908384297304,STOP 17,"[0, -5.5]",5.5,[7.71083314]
131202411051527_42_131-04,2024-11-05 16:00:26,"[54.36307144165039, 18.615379333496094]",['54.360834597982_18.612894294242_54.364176125746_18.616395122322'],0.45421520381934993,,[-13.433333333333334],13.433333333333334,[7.43110245]
168202411051549_101_168-03,2024-11-05 16:00:26,"[54.374629974365234, 18.613330841064453]",['54.374928691164_18.613246620182_54.370120224337_18.611031347496'],0.08198442016054128,STOP 4,"[0, 1.5666666666666667]",,[1.48094682]
9202411051540_112_009-35,2024-11-05 16:00:29,"[54.344970703125, 18.66031074523925]",['54.346475242768_18.66884616531_54.345301510793_18.657910684941'],0.4299642463537399,,[-3.4833333333333334],3.4833333333333334,[6.90948167]
12202411051531_312_012-09,2024-11-05 16:00:26,"[54.38692855834961, 18.58694076538086]",['54.388911205579_18.580903068058_54.38704613757_18.590131534087'],0.3503882784067094,,[-1.4333333333333333],1.4333333333333333,[8.00468451]
268202411051530_31_268-01,2024-11-05 16:00:28,"[54.36915969848633, 18.461729049682617]",['54.369298718783_18.462038407843_54.365121227258_18.457908417945'],0.6387948670805067,,[-2.466666666666667],2.466666666666667,[12.15598768]
156202411051604_111_156-09,2024-11-05 16:00:29,"[54.33124923706055, 18.57341957092285]",['54.331515569392_18.573999405224_54.331439447387_18.572450259666'],0,STOP 1,"[0, 4.516666666666667]",,[0.05002978]
7202411051552_32_007-34,2024-11-05 16:00:27,"[54.3991584777832, 18.668790817260746]",['54.399223030872_18.669567972306_54.395945877044_18.662805578652'],0.14917017976794586,,[-2.45],2.45,[2.36497472]
8202411051520_21_008-14,2024-11-05 16:00:26,"[54.3506088256836, 18.646129608154297]",['54.352123604678_18.646303294802_54.347932978286_18.645311814074'],0.623881552879445,,[-5.433333333333334],5.433333333333334,[10.92455316]
210202411051509_222_210-02,2024-11-05 16:00:27,"[54.36064910888672, 18.576929092407227]",['54.36427895352_18.572853046595_54.359848240927_18.57784006631'],0.722951985580384,,[-10.45],10.45,[18.72499918]
175202411051545_101_175-01,2024-11-05 16:00:27,"[54.3348503112793, 18.59148979187012]",['54.33547277297_18.590673269238_54.334210497482_18.591839329201'],0.31146961724158634,,[-5.45],5.45,[3.71143294]
8202411051518_322_008-06,2024-11-05 16:00:27,"[54.383731842041016, 18.61445999145508]",['54.383230714206_18.617107985832_54.386653073193_18.611056484743'],0.6843513006242614,STOP 25,"[0, -1.45]",1.45,[11.86224935]
6202411051541_52_006-08,2024-11-05 16:00:29,"[54.3956184387207, 18.57180976867676]",['54.399538320281_18.567981903156_54.394645298569_18.572770061601'],0.25414994750785935,STOP 13,"[0, -0.48333333333333334]",0.48333333333333334,[4.81901546]
155202411051601_12_155-03,2024-11-05 16:00:27,"[54.35282897949219, 18.54970932006836]",['54.353127241181_18.550409383823_54.352654006189_18.549683414269'],0,STOP 1,"[0, 2.55]",,[0.09707336]
199202411051538_12_199-06,2024-11-05 16:00:26,"[54.35157012939453, 18.639759063720703]",['54.352044567345_18.645938456443_54.35136201837_18.63723616019'],0.09028800819071554,,[-15.433333333333334],15.433333333333334,[1.72842455]
512202411051550_12_512-09,2024-11-05 16:00:30,"[54.31610107421875, 18.868480682373047]",['54.315340759436_18.86938521491_54.319885112025_18.864567919597'],0.4426201147438018,STOP 6,"[0, -1.5]",1.5,[3.90948207]
169202411051542_72_169-08,2024-11-05 16:00:27,"[54.43067932128906, 18.47888946533203]",['54.429509367961_18.477652668435_54.430341444554_18.4843554353'],0.4100810868066212,STOP 14,"[0, -1.45]",1.45,[6.92085271]
12202411051450_311_012-11,2024-11-05 16:00:26,"[54.41859817504883, 18.58531951904297]",['54.419761504288_18.583895436204_54.413301589139_18.58768178356'],0.8987054274470042,,[-4.433333333333334],4.433333333333334,[20.55798845]
106202411051543_211_106-06,2024-11-05 16:00:27,"[54.36188125610352, 18.642990112304688]",['54.362697548458_18.644559334243_54.361356371192_18.64171136052'],0.11386291223916271,,[-15.45],15.45,[1.94079772]
112202411051534_12_112-05,2024-11-05 16:00:27,"[54.3424186706543, 18.82473945617676]",['54.343864099228_18.825551590609_54.338349533247_18.823335116082'],0.39528547098000466,,[-3.45],3.45,[11.65882832]
10202411051551_52_010-26,2024-11-05 16:00:29,"[54.351348876953125, 18.59239959716797]",['54.35209496094_18.591562632679_54.349480734248_18.600225767601'],0.1703652634894832,STOP 6,"[0, 1.5166666666666666]",,[2.43495888]
130202411051546_32_130-04,2024-11-05 16:00:27,"[54.35744857788086, 18.586429595947266]",['54.357484913948_18.586414074568_54.357905655405_18.586774206325'],0.3359957176408642,,[-2.45],2.45,[3.81785542]
115202411051523_102_115-07,2024-11-05 16:00:26,"[54.342071533203125, 18.60149955749512]",['54.342587906044_18.601704556003_54.340915386754_18.601232686944'],0.5316537890603438,,[-6.433333333333334],6.433333333333334,[9.12838117]
3202411051602_21_003-01,2024-11-05 16:00:27,"[54.40737915039063, 18.638059616088867]",['54.406971104305_18.638060967042_54.407511935904_18.637675423912'],0,STOP 1,"[0, 2.55]",,[0.04843404]
149202411051516_41_149-01,2024-11-05 16:00:27,"[54.39982986450195, 18.60692977905273]",['54.400933854031_18.604047494679_54.399677372494_18.607325602705'],0.5604835631761556,,[-9.45],9.45,[10.5599773]
9202411051520_82_009-32,2024-11-05 16:00:27,"[54.374759674072266, 18.62015914916992]",['54.37261093133_18.623805359981_54.375626743373_18.616270479459'],0.7627848084671602,,[-4.45],4.45,[11.77082448]
212202411051523_11_212-07,2024-11-05 16:00:27,"[54.33087158203125, 18.80307960510254]",['54.329972434947_18.797645239548_54.331550459951_18.806297692365'],0.5219862928972838,STOP 20,"[0, -5.45]",5.45,[14.97416239]
8202411051538_322_008-08,2024-11-05 16:00:27,"[54.35456085205078, 18.64542961120605]",['54.35212420454_18.646334040368_54.357403124416_18.645970580025'],0.41261672268494604,,[-1.45],1.45,[7.15211974]
4202411051515_101_004-31,2024-11-05 16:00:28,"[54.34518814086914, 18.62027931213379]",['54.345258688549_18.6217219838_54.341261982761_18.617813992896'],0.7095310773492792,,[-2.466666666666667],2.466666666666667,[12.53488151]
143202411051555_101_143-02,2024-11-05 16:00:27,"[54.41624069213867, 18.58831024169922]",['54.415843975194_18.584896636465_54.417548773988_18.593736873651'],0.16784017059939874,STOP 4,"[0, 0.55]",,[1.57550702]
249202411051440_31_249-10,2024-11-05 16:00:27,"[54.37982940673828, 18.59001922607422]",['54.379321000227_18.589090456561_54.38184519807_18.597105114782'],0.9364128609761503,STOP 34,"[0, -14.45]",14.45,[18.00385407]
117202411051542_42_117-04,2024-11-05 16:00:27,"[54.41070938110352, 18.55711936950684]",['54.413391189062_18.557266349088_54.408723179239_18.556711743578'],0.5673811027613439,STOP 14,"[0, -0.45]",0.45,[5.42120525]
9202411051539_91_009-36,2024-11-05 16:00:27,"[54.361289978027344, 18.6424503326416]",['54.361448608593_18.642291024903_54.357403124416_18.645970580025'],0.4276139044764774,STOP 15,"[0, -1.45]",1.45,[5.88247295]
176202411051536_11_176-01,2024-11-05 16:00:27,"[54.30147933959961, 18.589399337768555]",['54.301615014485_18.586103629045_54.301241957533_18.594425874202'],0.8603005110211852,STOP 10,"[0, -5.45]",5.45,[4.65043697]
212202411051603_11_212-04,2024-11-05 16:00:27,"[54.361549377441406, 18.645809173583984]",['54.36204865225_18.645396949201_54.361340171299_18.645945471304'],0,STOP 1,"[0, 3.55]",,[0.07989369]
115202411051525_101_115-04,2024-11-05 16:00:26,"[54.35469055175781, 18.595739364624023]",['54.350873699521_18.596589555395_54.355027615466_18.595715953654'],0.5733701851441997,STOP 20,"[0, -1.4333333333333333]",1.4333333333333333,[9.73354]
127202411051548_41_127-06,2024-11-05 16:00:26,"[54.40663146972656, 18.61469078063965]",['54.406978115814_18.615098831309_54.40199112442_18.609764124686'],0.21378482716198782,STOP 8,"[0, 3.566666666666667]",,[3.40797938]
227202411051517_21_227-01,2024-11-05 16:00:28,"[54.37826156616211, 18.58309936523437]",['54.379660987576_18.589008920996_54.378089991723_18.580138300725'],0.46096904516112475,,[-20.466666666666665],20.466666666666665,[7.63629848]
11202411051546_42_011-45,2024-11-05 16:00:28,"[54.338409423828125, 18.60585021972656]",['54.337398508644_18.600237531802_54.338197087554_18.60966808017'],0.22302696957173693,STOP 8,"[0, -3.466666666666667]",3.466666666666667,[3.36632674]
289202411051536_212_289-01,2024-11-05 16:00:27,"[54.3231086730957, 18.63155937194824]",['54.322374030229_18.631039963519_54.327610843309_18.633568933024'],0.4730232891176573,,[-15.45],15.45,[3.58453055]
116202411051539_11_116-33,2024-11-05 16:00:26,"[54.37931823730469, 18.58245086669922]",['54.380169560161_18.587916457102_54.378754556058_18.57875938069'],0.2865804585050663,,[-15.433333333333334],15.433333333333334,[2.12435772]
127202411051522_122_127-01,2024-11-05 16:00:26,"[54.39677047729492, 18.60449981689453]",['54.393326333991_18.599869349042_54.397220512618_18.604926505062'],0.6972383493352562,STOP 21,"[0, -0.43333333333333335]",0.43333333333333335,[10.95037258]
148202411051526_11_148-32,2024-11-05 16:00:27,"[54.41912841796875, 18.584880828857425]",['54.417863554688_18.586088111628_54.419848172191_18.584183231618'],0.8506951274857368,,[-7.45],7.45,[9.17240546]
184202411051511_102_184-32,2024-11-05 16:00:27,"[54.35176086425781, 18.64410972595215]",['54.351773852814_18.643583907758_54.351762930454_18.646708662796'],0.8644018671473102,,[-20.45],20.45,[10.07113318]
6202411051521_52_006-07,2024-11-05 16:00:27,"[54.3656005859375, 18.63570022583008]",['54.368513071375_18.630739385221_54.36404878637_18.638262637058'],0.5585461924599775,,[-3.45],3.45,[10.59076645]
3202411051531_22_003-02,2024-11-05 16:00:27,"[54.36846923828125, 18.63088035583496]",['54.366380940025_18.634326120023_54.371714793248_18.625319876778'],0.6219847891124228,,[-3.45],3.45,[9.12943455]
2202411051532_131_002-08,2024-11-05 16:00:28,"[54.35686111450195, 18.645999908447266]",['54.35212420454_18.646334040368_54.357403124416_18.645970580025'],0.4558141990390693,,[-4.466666666666667],4.466666666666667,[8.07103783]
166202411051607_51_166-34,2024-11-05 16:00:28,"[54.361419677734375, 18.64543914794922]",['54.36204865225_18.645396949201_54.361340171299_18.645945471304'],0,STOP 1,"[0, 7.533333333333333]",,[0.07832903]
6202411051503_21_006-01,2024-11-05 16:00:26,"[54.41994857788086, 18.5830307006836]",['54.417359624397_18.575296670019_54.419978323423_18.583050235206'],0.9587013426808698,,[-0.43333333333333335],0.43333333333333335,[18.27803488]
9202411051529_81_009-06,2024-11-05 16:00:26,"[54.34457015991211, 18.6641902923584]",['54.344522282337_18.662694217306_54.347318695002_18.669229273564'],0.5839638398152581,,[-3.433333333333333],3.433333333333333,[8.86308555]
6202411051533_21_006-03,2024-11-05 16:00:28,"[54.36753845214844, 18.63245964050293]",['54.366380940025_18.634326120023_54.371714793248_18.625319876778'],0.47093471337076137,,[-1.4666666666666666],1.4666666666666666,[8.97856374]
155202411051538_11_155-01,2024-11-05 16:00:27,"[54.322059631347656, 18.55316925048828]",['54.322773232317_18.554659515325_54.324973231979_18.548776781989'],0.5000397986829036,,[-10.45],10.45,[5.08377299]
115202411051535_102_115-01,2024-11-05 16:00:25,"[54.35451889038086, 18.60740089416504]",['54.352642646727_18.610060495103_54.356016151647_18.607001777388'],0.3716824834407418,,[-2.4166666666666665],2.4166666666666665,[6.38170827]
110202411051544_11_110-31,2024-11-05 16:00:28,"[54.379371643066406, 18.588359832763672]",['54.379660987576_18.589008920996_54.378089991723_18.580138300725'],0.1239792111484157,,[-12.466666666666667],12.466666666666667,[1.67961838]
262202411051503_91_262-02,2024-11-05 16:00:26,"[54.31801986694336, 18.58666038513184]",['54.319132046618_18.591274982919_54.316736049724_18.583403636596'],0.8375240788149164,STOP 21,"[0, -21.433333333333334]",21.433333333333334,[10.42708105]
10202411051541_21_010-03,2024-11-05 16:00:26,"[54.36346054077149, 18.6439208984375]",['54.365471202236_18.641583269973_54.361141753865_18.646834240805'],0.4572256872834811,,[-2.433333333333333],2.433333333333333,[6.59541143]
148202411051553_22_148-02,2024-11-05 16:00:27,"[54.41320037841797, 18.587459564208984]",['54.415770091023_18.586596522605_54.412221916494_18.587637310989'],0.22269407335292138,,[-0.45],0.45,[2.28158171]
154202411051532_21_154-05,2024-11-05 16:00:27,"[54.33026123046875, 18.624170303344727]",['54.330226730486_18.625327840664_54.32887824939_18.61666897149'],0.6564184813430692,,[-13.45],13.45,[4.56467162]
175202411051525_101_175-04,2024-11-05 16:00:31,"[54.3124885559082, 18.59667015075684]",['54.314963500009_18.594117174774_54.312338746463_18.596838032882'],0.6375325672349108,STOP 16,"[0, -9.516666666666667]",9.516666666666667,[7.5967582]
12202411051501_312_012-06,2024-11-05 16:00:28,"[54.34883117675781, 18.618980407714844]",['54.348832609732_18.619237979138_54.349161010602_18.610385737462'],0.7015018751347858,,[-4.466666666666667],4.466666666666667,[16.02593906]
3202411051552_21_003-35,2024-11-05 16:00:30,"[54.39223861694336, 18.622289657592773]",['54.397186583418_18.622307500902_54.389303910162_18.622378381825'],0.19372457267349025,STOP 7,"[0, 0.5]",,[2.82070552]
184202411051525_121_184-04,2024-11-05 16:00:29,"[54.36188888549805, 18.594940185546875]",['54.361184680867_18.590707370249_54.361509549125_18.592119957179'],0.5865034828364997,STOP 13,"[0, -10.483333333333333]",10.483333333333333,[6.66517392]
179202411051609_102_179-07,2024-11-05 16:00:26,"[54.42055130004883, 18.45203018188477]",['54.42088816505_18.452406175284_54.420391309176_18.451866605512'],0,STOP 1,"[0, 9.566666666666666]",,[0.04675025]
7202411051558_32_007-35,2024-11-05 16:00:27,"[54.39870071411133, 18.674360275268555]",['54.397802950211_18.673777569402_54.398958226613_18.674482539154'],0.039204306249014546,STOP 2,"[0, 0.55]",,[0.62155314]
199202411051558_12_199-07,2024-11-05 16:00:27,"[54.36069107055664, 18.647300720214844]",['54.361368030218_18.646451859498_54.359750515567_18.647868149284'],0.012290772955542173,,[-2.45],2.45,[0.23528788]
12202411051511_312_012-07,2024-11-05 16:00:26,"[54.36183166503906, 18.641889572143555]",['54.36404878637_18.638262637058_54.361448608593_18.642291024903'],0.5639635806884349,STOP 31,"[0, -3.433333333333333]",3.433333333333333,[12.88385148]
3202411051512_21_003-03,2024-11-05 16:00:26,"[54.32609939575195, 18.601749420166016]",['54.329326774315_18.598492796523_54.324821238801_18.603384750429'],0.9622733328569676,,[-5.433333333333334],5.433333333333334,[14.01107593]
127202411051511_41_127-05,2024-11-05 16:00:27,"[54.38351821899414, 18.59906959533692]",['54.385603375532_18.601644874764_54.383305999959_18.598683133369'],0.51545937897903,,[-21.45],21.45,[8.21702343]
8202411051608_32_008-11,2024-11-05 16:00:30,"[54.36251068115234, 18.71648025512696]",['54.361903058162_18.715445580446_54.362668751133_18.71600342124'],0,STOP 1,"[0, 8.5]",,[0.1358468]
111202411051458_372_111-31,2024-11-05 16:00:26,"[54.35451889038086, 18.645639419555664]",['54.351762930454_18.646708662796_54.354852543174_18.645639339956'],0.9253548480476339,,[-26.433333333333334],26.433333333333334,[13.20822392]
3202411051542_21_003-05,2024-11-05 16:00:27,"[54.3690185546875, 18.62990951538086]",['54.372245900359_18.624442349628_54.368513071375_18.630739385221'],0.3870767816784519,STOP 13,"[0, 0.55]",,[5.63598927]
120202411051603_151_120-01,2024-11-05 16:00:27,"[54.32270812988281, 18.6060791015625]",['54.323149127396_18.604743102541_54.322741764021_18.606412344871'],0,STOP 1,"[0, 3.55]",,[0.14169232]
